instance_name,track_name,num_nodes,num_edges,num_terminals,graph_density,heuristic_execution_time_ms,heuristic_cut_size,heuristic_valid,heuristic_timed_out,parallel_heuristic_execution_time_ms,parallel_heuristic_cut_size,parallel_heuristic_valid,parallel_heuristic_timed_out,approximation_execution_time_ms,approximation_cut_size,approximation_valid,approximation_timed_out,exact_execution_time_ms,exact_best_time,exact_cut_size,exact_valid,exact_timed_out,heuristic_exact_ratio,parallel_heuristic_exact_ratio,approximation_exact_ratio,cut_to_node_heuristic_ratio,cut_to_node_parallel_heuristic_ratio,cut_to_node_approximation_ratio,cut_to_node_exact_ratio
grid_25x40_k30_rep2,Grid,1000,1935,30,0.003874,24.860834,108,1,0,16.915719,108,1,0,120072.912865,-1,0,1,5554.048821,5553.629280,108,1,0,1.000000,1.000000,-1.000000,0.108000,0.108000,-1.000000,0.108000
grid_25x40_k30_rep3,Grid,1000,1935,30,0.003874,23.435289,103,1,0,18.852400,103,1,0,120085.601028,-1,0,1,939.870426,939.585980,103,1,0,1.000000,1.000000,-1.000000,0.103000,0.103000,-1.000000,0.103000
grid_25x40_k30_rep4,Grid,1000,1935,30,0.003874,23.611574,111,1,0,16.559470,111,1,0,120068.769534,-1,0,1,5793.472375,5793.219668,110,1,0,1.009091,1.009091,-1.000000,0.111000,0.111000,-1.000000,0.110000
grid_25x40_k50_rep0,Grid,1000,1935,50,0.003874,38.258731,174,1,0,18.164628,174,1,0,120116.962257,-1,0,1,4982.231726,4981.978669,169,1,0,1.029586,1.029586,-1.000000,0.174000,0.174000,-1.000000,0.169000
grid_25x40_k50_rep1,Grid,1000,1935,50,0.003874,39.519799,178,1,0,18.718653,178,1,0,120119.210866,-1,0,1,3341.642621,3341.386508,174,1,0,1.022989,1.022989,-1.000000,0.178000,0.178000,-1.000000,0.174000
grid_25x40_k50_rep2,Grid,1000,1935,50,0.003874,38.406373,180,1,0,21.029619,180,1,0,120109.297349,-1,0,1,5123.556244,5123.319187,177,1,0,1.016949,1.016949,-1.000000,0.180000,0.180000,-1.000000,0.177000
grid_25x40_k50_rep3,Grid,1000,1935,50,0.003874,38.843298,175,1,0,18.969054,175,1,0,120128.362132,-1,0,1,1611.078967,1610.908316,171,1,0,1.023392,1.023392,-1.000000,0.175000,0.175000,-1.000000,0.171000
grid_25x40_k50_rep4,Grid,1000,1935,50,0.003874,39.282576,177,1,0,20.571817,177,1,0,120109.820391,-1,0,1,1454.661253,1454.481905,175,1,0,1.011429,1.011429,-1.000000,0.177000,0.177000,-1.000000,0.175000
grid_30x50_k3_rep0,Grid,1500,2920,3,0.002597,3.967771,8,1,0,19.965555,8,1,0,7657.722763,8,1,0,3637.567703,3631.125868,8,1,0,1.000000,1.000000,1.000000,0.005333,0.005333,0.005333,0.005333
grid_30x50_k3_rep1,Grid,1500,2920,3,0.002597,4.382503,8,1,0,20.856204,8,1,0,7310.109640,8,1,0,3293.598265,3287.080476,8,1,0,1.000000,1.000000,1.000000,0.005333,0.005333,0.005333,0.005333
grid_30x50_k3_rep2,Grid,1500,2920,3,0.002597,4.915038,8,1,0,19.537699,8,1,0,6959.046779,8,1,0,5371.523744,5364.826366,8,1,0,1.000000,1.000000,1.000000,0.005333,0.005333,0.005333,0.005333
grid_30x50_k3_rep3,Grid,1500,2920,3,0.002597,4.744465,7,1,0,17.491049,7,1,0,6106.481105,7,1,0,14564.221394,14557.584211,7,1,0,1.000000,1.000000,1.000000,0.004667,0.004667,0.004667,0.004667
grid_30x50_k3_rep4,Grid,1500,2920,3,0.002597,4.257788,8,1,0,15.224225,8,1,0,7475.811060,8,1,0,6731.602893,6725.029329,8,1,0,1.000000,1.000000,1.000000,0.005333,0.005333,0.005333,0.005333
grid_30x50_k5_rep0,Grid,1500,2920,5,0.002597,7.625007,16,1,0,20.093196,16,1,0,38983.826542,16,1,0,13522.127860,13515.622073,16,1,0,1.000000,1.000000,1.000000,0.010667,0.010667,0.010667,0.010667
grid_30x50_k5_rep1,Grid,1500,2920,5,0.002597,7.173204,16,1,0,19.043146,16,1,0,47501.891057,16,1,0,23228.984363,23222.353201,16,1,0,1.000000,1.000000,1.000000,0.010667,0.010667,0.010667,0.010667
grid_30x50_k5_rep2,Grid,1500,2920,5,0.002597,7.169077,16,1,0,20.295408,16,1,0,41557.694211,16,1,0,4203.002196,4196.521257,16,1,0,1.000000,1.000000,1.000000,0.010667,0.010667,0.010667,0.010667
grid_30x50_k5_rep3,Grid,1500,2920,5,0.002597,7.367372,16,1,0,17.468096,16,1,0,44869.675253,16,1,0,7569.463346,7562.857450,16,1,0,1.000000,1.000000,1.000000,0.010667,0.010667,0.010667,0.010667
grid_30x50_k5_rep4,Grid,1500,2920,5,0.002597,7.636659,14,1,0,17.275715,14,1,0,41998.853920,14,1,0,21039.710080,21033.140262,14,1,0,1.000000,1.000000,1.000000,0.009333,0.009333,0.009333,0.009333
grid_30x50_k10_rep0,Grid,1500,2920,10,0.002597,13.092927,34,1,0,19.901887,34,1,0,120033.142171,-1,0,1,15258.126852,15251.650681,34,1,0,1.000000,1.000000,-1.000000,0.022667,0.022667,-1.000000,0.022667
grid_30x50_k10_rep1,Grid,1500,2920,10,0.002597,12.571333,36,1,0,18.947176,36,1,0,120033.940127,-1,0,1,21196.358057,21195.799482,34,1,0,1.058824,1.058824,-1.000000,0.024000,0.024000,-1.000000,0.022667
grid_30x50_k10_rep2,Grid,1500,2920,10,0.002597,12.798704,35,1,0,19.238843,35,1,0,120036.708264,-1,0,1,19446.473544,19440.038846,35,1,0,1.000000,1.000000,-1.000000,0.023333,0.023333,-1.000000,0.023333
grid_30x50_k10_rep3,Grid,1500,2920,10,0.002597,12.377898,36,1,0,19.736950,36,1,0,120035.621423,-1,0,1,18018.741852,18012.262882,36,1,0,1.000000,1.000000,-1.000000,0.024000,0.024000,-1.000000,0.024000
grid_30x50_k10_rep4,Grid,1500,2920,10,0.002597,12.630082,34,1,0,17.274954,34,1,0,120035.584914,-1,0,1,13048.147245,13041.671902,34,1,0,1.000000,1.000000,-1.000000,0.022667,0.022667,-1.000000,0.022667
grid_30x50_k20_rep0,Grid,1500,2920,20,0.002597,24.845129,73,1,0,17.548878,73,1,0,120070.404645,-1,0,1,3486.637829,3486.094985,73,1,0,1.000000,1.000000,-1.000000,0.048667,0.048667,-1.000000,0.048667
grid_30x50_k20_rep1,Grid,1500,2920,20,0.002597,24.914076,71,1,0,19.361906,71,1,0,120067.345597,-1,0,1,20299.272499,20298.820206,71,1,0,1.000000,1.000000,-1.000000,0.047333,0.047333,-1.000000,0.047333
grid_30x50_k20_rep2,Grid,1500,2920,20,0.002597,24.427798,73,1,0,17.000170,73,1,0,120069.517447,-1,0,1,11223.618021,11223.386745,73,1,0,1.000000,1.000000,-1.000000,0.048667,0.048667,-1.000000,0.048667
grid_30x50_k20_rep3,Grid,1500,2920,20,0.002597,24.019657,74,1,0,17.180300,74,1,0,120072.715017,-1,0,1,5132.041706,5131.721903,73,1,0,1.013699,1.013699,-1.000000,0.049333,0.049333,-1.000000,0.048667
grid_30x50_k20_rep4,Grid,1500,2920,20,0.002597,23.703479,75,1,0,18.721005,75,1,0,120071.971306,-1,0,1,12052.932087,12046.397534,75,1,0,1.000000,1.000000,-1.000000,0.050000,0.050000,-1.000000,0.050000
grid_30x50_k30_rep0,Grid,1500,2920,30,0.002597,35.064194,110,1,0,19.456831,110,1,0,120111.382903,-1,0,1,21735.549469,21735.029629,110,1,0,1.000000,1.000000,-1.000000,0.073333,0.073333,-1.000000,0.073333
grid_30x50_k30_rep1,Grid,1500,2920,30,0.002597,34.757424,114,1,0,22.046865,114,1,0,120105.456606,-1,0,1,19800.483220,19800.189967,114,1,0,1.000000,1.000000,-1.000000,0.076000,0.076000,-1.000000,0.076000
grid_30x50_k30_rep2,Grid,1500,2920,30,0.002597,35.081415,111,1,0,18.569588,111,1,0,120101.347098,-1,0,1,12253.130821,12246.561392,110,1,0,1.009091,1.009091,-1.000000,0.074000,0.074000,-1.000000,0.073333
grid_30x50_k30_rep3,Grid,1500,2920,30,0.002597,34.572154,109,1,0,20.444883,109,1,0,120110.249060,-1,0,1,3457.290519,3457.021181,108,1,0,1.009259,1.009259,-1.000000,0.072667,0.072667,-1.000000,0.072000
grid_30x50_k30_rep4,Grid,1500,2920,30,0.002597,36.696569,111,1,0,19.065233,111,1,0,120103.277206,-1,0,1,5351.041729,5350.807477,110,1,0,1.009091,1.009091,-1.000000,0.074000,0.074000,-1.000000,0.073333
grid_30x50_k50_rep0,Grid,1500,2920,50,0.002597,57.586761,180,1,0,18.279119,180,1,0,120167.898825,-1,0,1,5907.989685,5907.708525,180,1,0,1.000000,1.000000,-1.000000,0.120000,0.120000,-1.000000,0.120000
